1,1
4,4
106,106
108,108
117,117
118,118
184,184
192,192
194,194
205,205
279,279
282,282
283,283
292,292
295,295
298,298
327,327
374,374
790,790
791,791
1059,1059
1084,1084
1135,1135
1147,1147
1232,1232
1372,1372
1490,1490
1567,1567
1671,1671
1691,1691
2138,2138
2218,2218
2305,2305
2309,2309
2398,2398
2401,2401
2404,2404
2501,2501
2576,2576
2577,2577
2578,2578
2579,2579
2582,2582
2584,2584
2585,2585
2586,2586
2588,2588
2589,2589
2592,2592
2595,2595
2596,2596
2598,2598
2599,2599
2600,2600
2602,2602
2603,2603
2604,2604
2606,2606
2608,2608
2609,2609
2612,2612
2615,2615
2617,2617
2619,2619
2620,2620
2621,2621
2623,2623
2624,2624
2628,2628
2630,2630
2632,2632
2633,2633
2635,2635
2636,2636
2637,2637
2638,2638
2639,2639
2640,2640
2641,2641
2644,2644
2645,2645
2648,2648
3693,3693
3697,3697
3699,3699
3704,3704
3708,3708
3709,3709
3710,3710
3711,3711
3712,3712
3759,3759
3764,3764
3856,3856
3857,3857
3873,3873
3884,3884
3947,3947
3954,3954
3956,3956
3957,3957
3960,3960
4006,4006
4151,4151
4156,4156
4194,4194
4205,4205
4208,4208
4209,4209
4212,4212
4287,4287
4288,4288
4290,4290
4294,4294
4298,4298
4300,4300
4303,4303
4374,4374
4377,4377
4378,4378
4379,4379
4383,4383
4426,4426
4429,4429
4431,4431
4433,4433
4524,4524
4530,4530
4616,4616
4623,4623
4718,4718
4738,4738
4804,4804
4810,4810
4812,4812
5634,5634
5638,5638
5639,5639
5640,5640
5642,5642
5724,5724
5727,5727
5728,5728
5729,5729
5730,5730
5731,5731
5977,5977
5978,5978
5979,5979
5980,5980
5981,5981
5982,5982
5983,5983
6005,6005
6006,6006
6008,6008
6009,6009
6011,6011
6012,6012
6013,6013
6019,6019
6025,6025
6027,6027
6032,6032
6043,6043
6046,6046
6072,6072
6076,6076
6088,6088
6103,6103
6105,6105
6111,6111
6114,6114
6116,6116
6117,6117
6120,6120
