9930,9930
10859,10859
12686,12686
15556,15556
15601,15601
25564,25564
29230,29230
29989,29989
30331,30331
31555,31555
31640,31640
35413,35413
37997,37997
39278,39278
40394,40394
40607,40607
40872,40872
40936,40936
41553,41553
42542,42542
42619,42619
43191,43191
43345,43345
43387,43387
43537,43537
44737,44737
44775,44775
45037,45037
46640,46640
47061,47061
49507,49507
51738,51738
56749,56749
56782,56782
56809,56809
60026,60026
60938,60938
61758,61758
61760,61760
62165,62165
87035,87035
92205,92205
94268,94268
94921,94921
95227,95227
95877,95877
98593,98593
98836,98836
99535,99535
99856,99856
100069,100069
100105,100105
100588,100588
100799,100799
