2677,2677
2697,2697
2723,2723
2926,2926
2927,2927
2928,2928
2929,2929
2931,2931
2932,2932
2933,2933
2934,2934
2935,2935
2936,2936
2938,2938
2940,2940
2943,2943
2946,2946
2947,2947
2948,2948
2949,2949
2950,2950
2951,2951
2953,2953
2954,2954
2955,2955
2956,2956
2957,2957
2958,2958
2959,2959
2960,2960
2961,2961
2962,2962
2963,2963
2965,2965
2966,2966
2967,2967
2968,2968
2969,2969
2970,2970
2971,2971
2972,2972
2973,2973
2974,2974
2975,2975
2977,2977
2981,2981
2982,2982
2983,2983
2984,2984
2989,2989
2990,2990
2991,2991
2992,2992
2993,2993
2994,2994
2995,2995
2996,2996
2998,2998
2999,2999
3001,3001
3002,3002
3003,3003
3004,3004
3005,3005
3006,3006
3007,3007
3008,3008
3009,3009
3010,3010
3012,3012
3013,3013
3015,3015
3016,3016
3017,3017
3018,3018
