34,34
38,38
54,54
85,85
96,96
99,99
100,100
106,106
116,116
140,140
148,148
160,160
168,168
189,189
204,204
218,218
227,227
232,232
260,260
289,289
320,320
375,375
416,416
465,465
480,480
503,503
505,505
514,514
523,523
531,531
538,538
544,544
548,548
601,601
620,620
662,662
665,665
712,712
732,732
741,741
747,747
765,765
815,815
817,817
836,836
840,840
841,841
862,862
863,863
905,905
909,909
931,931
938,938
958,958
986,986
995,995
1025,1025
1036,1036
1045,1045
1046,1046
1052,1052
1074,1074
1077,1077
1086,1086
1091,1091
1104,1104
1114,1114
1136,1136
1140,1140
1141,1141
1145,1145
1189,1189
1190,1190
1207,1207
1209,1209
1211,1211
1224,1224
1276,1276
1299,1299
1301,1301
1329,1329
1336,1336
1416,1416
1451,1451
1452,1452
1461,1461
1489,1489
1503,1503
1518,1518
1521,1521
1526,1526
1547,1547
1548,1548
1557,1557
1563,1563
1572,1572
1590,1590
1604,1604
1647,1647
1661,1661
1680,1680
1684,1684
1702,1702
1703,1703
1716,1716
1729,1729
1730,1730
1761,1761
1764,1764
1768,1768
1785,1785
1799,1799
1818,1818
1836,1836
1866,1866
1867,1867
1875,1875
1892,1892
1914,1914
1926,1926
1947,1947
1950,1950
1955,1955
1975,1975
2052,2052
2079,2079
2080,2080
2090,2090
2093,2093
2095,2095
2128,2128
2137,2137
2165,2165
2187,2187
2273,2273
2277,2277
2281,2281
2297,2297
2303,2303
2316,2316
2320,2320
2348,2348
2370,2370
2391,2391
2437,2437
2463,2463
2469,2469
2477,2477
2483,2483
2532,2532
2564,2564
2566,2566
2582,2582
2599,2599
2607,2607
2662,2662
2679,2679
2681,2681
2708,2708
2739,2739
2746,2746
2760,2760
2771,2771
2819,2819
2833,2833
2897,2897
2898,2898
2911,2911
2917,2917
2927,2927
2955,2955
2957,2957
2963,2963
2994,2994
2999,2999
3004,3004
3033,3033
3038,3038
3068,3068
3085,3085
3087,3087
3108,3108
3120,3120
3137,3137
3146,3146
3165,3165
3200,3200
3202,3202
3226,3226
3241,3241
3250,3250
3266,3266
3320,3320
3324,3324
3333,3333
3369,3369
3387,3387
3388,3388
3391,3391
3397,3397
3413,3413
3416,3416
3420,3420
