11,11
592,592
953,953
1778,1778
2900,2900
3466,3466
4279,4279
4679,4679
4839,4839
5031,5031
5583,5583
5958,5958
6970,6970
7594,7594
7772,7772
9194,9194
9368,9368
9534,9534
9902,9902
10997,10997
11216,11216
11507,11507
11618,11618
12207,12207
12839,12839
13330,13330
14120,14120
15438,15438
15816,15816
16074,16074
16736,16736
18128,18128
18580,18580
19761,19761
21222,21222
22775,22775
24084,24084
24377,24377
24663,24663
24936,24936
24942,24942
25974,25974
26765,26765
27417,27417
27843,27843
28584,28584
